xorg-xset 1.2.4-2
xorgproto 2021.5-1
xscreensaver 6.02-1
xsel 1.2.0.20190821-1
xvidcore 1.3.7-2
xz 5.2.5-2
yajl 2.1.0-5
yubico-c 1.13-6
yubico-c-client 2.15-5
yubikey-personalization 1.20.0-3
zbar 0.23.1-9
zenity 3.41.0-1
zeromq 4.3.4-2
zimg 3.0.3-1
zip 3.0-9
zita-alsa-pcmi 0.4.0-1
zita-resampler 1.8.0-1
zlib 1:1.2.11-5
zstd 1.5.1-2
zvbi 0.2.35-4
zxing-cpp 1.2.0-1
